191__a,71020a,65117a,71127a,65007a,245__,246__,246__(2),246__(3),079__,269__,coverage,500__,020__a,022__a,en_id,fr_id,es_id,ru_id,dl
E/NL.1951/68,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1951-01-01 0:00:00,1951-01-01 0:00:00,,,,421035,419371,,,n
E/NL.1954/89-91,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1954-01-01 0:00:00,1954-01-01 0:00:00,,,,420459,420776,,,n
E/NL.1953/50,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1953-01-01 0:00:00,,,,418228,420139,,,n
E/NL.1951/79,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1951-01-01 0:00:00,1951-01-01 0:00:00,,,,419917,418988,,,n
E/NL.1954/113,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1954-01-01 0:00:00,1954-01-01 0:00:00,,,,419469,420518,,,n
E/NL.1954/2,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1954-01-01 0:00:00,1953-01-01 0:00:00,,,,419427,418367,,,n
E/NL.1950/71-72,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1950-01-01 0:00:00,1950-01-01 0:00:00,,,,418454,418466,,,n
E/NL.1955/36,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1955-01-01 0:00:00,1955-01-01 0:00:00,,,,418235,418915,,,n
E/NL.1975/61-64,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs",,,,,1975-01-01 0:00:00,1974-01-01 0:00:00,,,,421344,,,,n
E/NL.1972/23,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs",,,,,1972-01-01 0:00:00,1971-01-01 0:00:00,,,,421332,,,,n
E/NL.1973/38-43,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs",,,,,1973-01-01 0:00:00,1971-01-01 00:00:00||1973-01-01 00:00:00,,,,418325,,,,n
E/NL.1981/39-40,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1981-01-01 0:00:00,1981-01-01 0:00:00,,,,421986,,,,y
E/NL.1991/8-13,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1991-01-01 0:00:00,1990-01-01 00:00:00||1989-01-01 00:00:00,,,,422216,,,,y
E/NL.1990/17,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1990-01-01 0:00:00,1990-01-01 0:00:00,,,,421769,,,,y
E/NL.1989/31-32,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1989-01-01 0:00:00,1988-01-01 0:00:00,,,,420876,,,,y
E/NL.1980/79-83,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1980-01-01 0:00:00,1979-01-01 00:00:00||1980-01-01 00:00:00,,,,421306,,,,y
E/NL.1984/3-8,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1984-01-01 0:00:00,1983-01-01 0:00:00,,,,420646,,,,y
E/NL.1986/7-9,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,,,420465,,,,y
E/NL.1987/15-20,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1987-01-01 0:00:00,1986-01-01 0:00:00,,,,420396,,,,y
E/NL.1983/3-7,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1983-01-01 0:00:00,1983-01-01 00:00:00||1982-01-01 00:00:00,,,,419079,,,,y
E/NL.1984/69-77,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1984-01-01 0:00:00,1984-01-01 0:00:00,,,,418688,,,,y
E/NL.1992/44,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1992-01-01 0:00:00,1991-01-01 0:00:00,,,,422258,,,,n
E/NL.1978/80-85,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1978-01-01 0:00:00,1977-01-01 0:00:00,,,,418129,,,,n
A/CONF.80/16/Add.2,,,UN Conference on Succession of States in respect of Treaties (1977-1978 : Vienna),STATE SUCCESSION,"$a United Nations Conference on succession of states in respect of treaties, 1977 session and resumed session 1978, Vienna, 4 April-6 May 1977 and 31 July-23 August 1978 :$b official records, volume III - documents of the Conference","$a Conférence des Nations Unies sur la succession d'états en matière de traités, session de 1977 et reprise de la session en 1978, Vienne, 4 avril-6 mai 1977 et 31 juillet-23 août 1978 :$b documents officiels, volume III - documents de la conférence","$a Conferencia de las Naciones Unidas sobre la sucesion de estados en materia de tratados, período de sesiones de 1977 y continuación del período de sesiones en 1978, Viena, 4 de abril-6 de Mayo de 1977 y 31 de julio-23 de agosto de 1978 :$b documentos oficiales, volumen III - documentos de la Conferencia",,79.V.10,1979-01-01 0:00:00,1978-01-01 00:00:00||1977-01-01 00:00:00,,,,419903,418896,418638,,y
A/CONF.80/16,,,UN Conference on Succession of States in respect of Treaties (1977-1978 : Vienna),STATE SUCCESSION,"$a United Nations Conference on succession of states in respect of treaties, first session, Vienna, 4 April-6 May 1977 :$b official records, volume I - summary records of the plenary meetings and of the meetings of the Committee of the Whole","$a Conférence des Nations Unies sur la succession d'états en matière de traités, première session, Vienne, 4 avril-6 mai 1977 :$b documents officiels, volume I - comptes rendus analytiques des séances plénières et des séances de la Commission plénière","$a Conferencia de las Naciones Unidas sobre la sucesion de estados en materia de tratados, primer período de sesiones, Viena, 4 de abril a 6 de Mayo de 1977 :$b documentos oficiales, volumen I - actas resumidas de las sesiones plenarias y de las sesiones de la Comisión plenaria",,78.V.8,1978-01-01 0:00:00,1977-01-01 0:00:00,,,,420491,422270,420046,,y
A/CONF.80/16/Add.1,,,UN Conference on Succession of States in respect of Treaties (1977-1978 : Vienna),STATE SUCCESSION,"$a United Nations Conference on Succession of States in Respect of Treaties, resumed session, Vienna, 31 July-23 August 1978 :$b official records, volume II - summary records of the plenary meetings and of the meetings of the Committee of the Whole","$a Conférence des Nations Unies sur la succession d'états en matière de traités, reprise de la session, Vienne, 31 juillet-23 août 1978 :$b documents officiels, volume II - comptes rendus analytiques des séances plénières et des séances de la Commission plénière","$a Conferencia de las Naciones Unidas sobre la sucesion de estados en materia de tratados, continuación del período de sesiones, Viena, 31 de julio a 23 de agosto de 1978 :$b documentos oficiales, volumen II - actas resumidas de las sesiones plenarias y de las sesiones de la Comisión plenaria",,79.V.9,1979-01-01 0:00:00,1978-01-01 0:00:00,,,,419741,422162,420204,,y
E/NL.1952/6,United States,UNITED STATES,,NARCOTIC DRUGS,"$a United States of America :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a États-Unis d’Amérique :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1952-01-01 0:00:00,1950-01-01 0:00:00,,,,422345,419254,,,n
E/NL.1950/5-7,United States,UNITED STATES,,NARCOTIC DRUGS,"$a United States of America :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a États-Unis d’Amérique :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1950-01-01 0:00:00,1948-01-01 0:00:00,,,,422095,421892,,,n
E/NL.1951/73-75,United States,UNITED STATES,,NARCOTIC DRUGS,"$a United States of America :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a États-Unis d’Amérique :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1951-01-01 0:00:00,1947-01-01 0:00:00,,,,422044,421874,,,n
